title,author,views,likes,link,month,year
Why mayors should rule the world,Benjamin Barber,874000,26000,https://ted.com/talks/benjamin_barber_why_mayors_should_rule_the_world,June,2013
"Light waves, visible and invisible",Lucianne Walkowicz,733000,22000,https://ted.com/talks/lucianne_walkowicz_light_waves_visible_and_invisible,September,2013
Leather and meat without killing animals,Andras Forgacs,1400000,42000,https://ted.com/talks/andras_forgacs_leather_and_meat_without_killing_animals,June,2013
Mapping ideas worth spreading,Eric Berlow and Sean Gourley,1100000,34000,https://ted.com/talks/eric_berlow_and_sean_gourley_mapping_ideas_worth_spreading,February,2013
Why bees are disappearing,Marla Spivak,3100000,93000,https://ted.com/talks/marla_spivak_why_bees_are_disappearing,June,2013
Everyday cybercrime — and what you can do about it,James Lyne,1700000,53000,https://ted.com/talks/james_lyne_everyday_cybercrime_and_what_you_can_do_about_it,February,2013
The art of misdirection,Apollo Robbins,31000000,933000,https://ted.com/talks/apollo_robbins_the_art_of_misdirection,June,2013
"Urbanization and the evolution of cities across 10,000 years",Vance Kite,2000000,60000,https://ted.com/talks/vance_kite_urbanization_and_the_evolution_of_cities_across_10_000_years,September,2013
3 reasons we still haven’t gotten rid of malaria,Sonia Shah,1300000,39000,https://ted.com/talks/sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria,June,2013
How technology allowed me to read,Ron McCallum,740000,22000,https://ted.com/talks/ron_mccallum_how_technology_allowed_me_to_read,July,2013
What are stem cells?,Craig A. Kohn,1300000,40000,https://ted.com/talks/craig_a_kohn_what_are_stem_cells,September,2013
The museum of you,Jake Barton,832000,24000,https://ted.com/talks/jake_barton_the_museum_of_you,May,2013
What is love?,Brad Troeger,1500000,47000,https://ted.com/talks/brad_troeger_what_is_love,September,2013
"For more wonder, rewild the world",George Monbiot,1200000,36000,https://ted.com/talks/george_monbiot_for_more_wonder_rewild_the_world,July,2013
Your body is my canvas,Alexa Meade,2800000,85000,https://ted.com/talks/alexa_meade_your_body_is_my_canvas,June,2013
Cicadas: The dormant army beneath your feet,Rose Eveleth,440000,13000,https://ted.com/talks/rose_eveleth_cicadas_the_dormant_army_beneath_your_feet,September,2013
The rise of the new global super-rich,Chrystia Freeland,2300000,69000,https://ted.com/talks/chrystia_freeland_the_rise_of_the_new_global_super_rich,June,2013
How to make stress your friend,Kelly McGonigal,28000000,855000,https://ted.com/talks/kelly_mcgonigal_how_to_make_stress_your_friend,June,2013
The moon illusion,Andrew Vanden Heuvel,748000,22000,https://ted.com/talks/andrew_vanden_heuvel_the_moon_illusion,September,2013
Why I fell in love with monster prime numbers,Adam Spencer,2200000,68000,https://ted.com/talks/adam_spencer_why_i_fell_in_love_with_monster_prime_numbers,February,2013
What is déjà vu? What is déjà vu?,Michael Molina,4099999,125000,https://ted.com/talks/michael_molina_what_is_deja_vu_what_is_deja_vu,August,2013
Defining cyberwarfare... in hopes of preventing it,Daniel Garrie,104000,3100,https://ted.com/talks/daniel_garrie_defining_cyberwarfare_in_hopes_of_preventing_it,August,2013
The Arctic vs. the Antarctic,Camille Seaman,4000000,122000,https://ted.com/talks/camille_seaman_the_arctic_vs_the_antarctic,August,2013
Making peace is a marathon,May El-Khalil,5300000,159000,https://ted.com/talks/may_el_khalil_making_peace_is_a_marathon,June,2013
Should you trust your first impression?,Peter Mende-Siedlecki,2800000,86000,https://ted.com/talks/peter_mende_siedlecki_should_you_trust_your_first_impression,August,2013
A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,1100000,35000,https://ted.com/talks/steve_ramirez_and_xu_liu_a_mouse_a_laser_beam_a_manipulated_memory,June,2013
Who won the space race?,Jeff Steers,1300000,41000,https://ted.com/talks/jeff_steers_who_won_the_space_race,August,2013
Why do we sleep?,Russell Foster,8500000,256000,https://ted.com/talks/russell_foster_why_do_we_sleep,June,2013
Emergency shelters made from paper,Shigeru Ban,1800000,55000,https://ted.com/talks/shigeru_ban_emergency_shelters_made_from_paper,May,2013
The dangers of willful blindness,Margaret Heffernan,1900000,57000,https://ted.com/talks/margaret_heffernan_the_dangers_of_willful_blindness,March,2013
In the key of genius,Derek Paravicini and Adam Ockelford,1600000,48000,https://ted.com/talks/derek_paravicini_and_adam_ockelford_in_the_key_of_genius,March,2013
The voices in my head,Eleanor Longden,5400000,163000,https://ted.com/talks/eleanor_longden_the_voices_in_my_head,February,2013
Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,803000,24000,https://ted.com/talks/saki_mafundikwa_ingenuity_and_elegance_in_ancient_african_alphabets,February,2013
Design for all 5 senses,Jinsop Lee,1800000,54000,https://ted.com/talks/jinsop_lee_design_for_all_5_senses,February,2013
For argument's sake,Daniel H. Cohen,1700000,53000,https://ted.com/talks/daniel_h_cohen_for_argument_s_sake,February,2013
The polyphonic me,Beardyman,2700000,81000,https://ted.com/talks/beardyman_the_polyphonic_me,February,2013
Better baby care — thanks to Formula 1,Peter van Manen,870000,26000,https://ted.com/talks/peter_van_manen_better_baby_care_thanks_to_formula_1,April,2013
"Spider-Man, The Lion King and life on the creative edge",Julie Taymor,1000000,32000,https://ted.com/talks/julie_taymor_spider_man_the_lion_king_and_life_on_the_creative_edge,March,2011
The fastest ambulance? A motorcycle,Eli Beer,1100000,34000,https://ted.com/talks/eli_beer_the_fastest_ambulance_a_motorcycle,April,2013
A 3D-printed jumbo jet?,Bastian Schaefer,1100000,34000,https://ted.com/talks/bastian_schaefer_a_3d_printed_jumbo_jet,June,2013
How a penny made me feel like a millionaire,Tania Luna,1800000,55000,https://ted.com/talks/tania_luna_how_a_penny_made_me_feel_like_a_millionaire,July,2012
The terrors of sleep paralysis,Ami Angelowicz,957000,28000,https://ted.com/talks/ami_angelowicz_the_terrors_of_sleep_paralysis,July,2013
Bitcoin. Sweat. Tide. Meet the future of branded currency.,Paul Kemp-Robertson,1300000,40000,https://ted.com/talks/paul_kemp_robertson_bitcoin_sweat_tide_meet_the_future_of_branded_currency,June,2013
"In our baby's illness, a life lesson",Roberto D'Angelo + Francesca Fedeli,1200000,38000,https://ted.com/talks/roberto_d_angelo_francesca_fedeli_in_our_baby_s_illness_a_life_lesson,June,2013
DJ decks made of ... paper,Kate Stone,738000,22000,https://ted.com/talks/kate_stone_dj_decks_made_of_paper,February,2013
A brief history of plural word...s,John McWhorter,858000,25000,https://ted.com/talks/john_mcwhorter_a_brief_history_of_plural_word_s,July,2013
Our shared condition — consciousness,John Searle,1500000,45000,https://ted.com/talks/john_searle_our_shared_condition_consciousness,May,2013
The orchestra in my mouth,Tom Thum,34000000,1000000,https://ted.com/talks/tom_thum_the_orchestra_in_my_mouth,May,2013
How to read music,Tim Hansen,5300000,159000,https://ted.com/talks/tim_hansen_how_to_read_music,July,2013
Where is home?,Pico Iyer,3500000,106000,https://ted.com/talks/pico_iyer_where_is_home,June,2013
Cloudy with a chance of joy,Gavin Pretor-Pinney,1300000,40000,https://ted.com/talks/gavin_pretor_pinney_cloudy_with_a_chance_of_joy,June,2013
What is dyslexia?,Kelli Sandman-Hurley,5600000,170000,https://ted.com/talks/kelli_sandman_hurley_what_is_dyslexia,July,2013
The voice of the natural world,Bernie Krause,1200000,36000,https://ted.com/talks/bernie_krause_the_voice_of_the_natural_world,June,2013
Sex needs a new metaphor. Here's one ...,Al Vernacchio,2200000,67000,https://ted.com/talks/al_vernacchio_sex_needs_a_new_metaphor_here_s_one,March,2012
Da Vinci's Vitruvian Man of math,James Earle,2200000,67000,https://ted.com/talks/james_earle_da_vinci_s_vitruvian_man_of_math,July,2013
A promising test for pancreatic cancer ... from a teenager,Jack Andraka,5000000,150000,https://ted.com/talks/jack_andraka_a_promising_test_for_pancreatic_cancer_from_a_teenager,February,2013
The infinite life of pi,Reynaldo Lopes,1300000,39000,https://ted.com/talks/reynaldo_lopes_the_infinite_life_of_pi,July,2013
The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",782000,23000,https://ted.com/talks/diana_reiss_peter_gabriel_neil_gershenfeld_and_vint_cerf_the_interspecies_internet_an_idea_in_progress,February,2013
Comma story,Terisa Folaron,2300000,69000,https://ted.com/talks/terisa_folaron_comma_story,July,2013
Why we should build wooden skyscrapers,Michael Green,1400000,43000,https://ted.com/talks/michael_green_why_we_should_build_wooden_skyscrapers,February,2013
Myths and misconceptions about evolution,Alex Gendler,2600000,79000,https://ted.com/talks/alex_gendler_myths_and_misconceptions_about_evolution,July,2013
Meet global corruption's hidden players,Charmian Gooch,2600000,78000,https://ted.com/talks/charmian_gooch_meet_global_corruption_s_hidden_players,June,2013
Free falling in outer space,Dr. Matt J. Carlson,210000,6300,https://ted.com/talks/dr_matt_j_carlson_free_falling_in_outer_space,July,2013
Bluegrass virtuosity from ... New Jersey?,Sleepy Man Banjo Boys,8900000,268000,https://ted.com/talks/sleepy_man_banjo_boys_bluegrass_virtuosity_from_new_jersey,February,2013
Reach into the computer and grab a pixel,Jinha Lee,1800000,56000,https://ted.com/talks/jinha_lee_reach_into_the_computer_and_grab_a_pixel,February,2013
The big-data revolution in health care,Joel Selanikio,766000,23000,https://ted.com/talks/joel_selanikio_the_big_data_revolution_in_health_care,February,2013
Inside your computer,Bettina Bair,2300000,71000,https://ted.com/talks/bettina_bair_inside_your_computer,July,2013
A tale of two political systems,Eric X. Li,3200000,98000,https://ted.com/talks/eric_x_li_a_tale_of_two_political_systems,June,2013
Why we will rely on robots,Rodney Brooks,1400000,43000,https://ted.com/talks/rodney_brooks_why_we_will_rely_on_robots,February,2013
If superpowers were real: Invisibility,Joy Lin,1400000,42000,https://ted.com/talks/joy_lin_if_superpowers_were_real_invisibility,June,2013
If superpowers were real: Flight,Joy Lin,2100000,65000,https://ted.com/talks/joy_lin_if_superpowers_were_real_flight,June,2013
If superpowers were real: Immortality,Joy Lin,5200000,157000,https://ted.com/talks/joy_lin_if_superpowers_were_real_immortality,June,2013
If superpowers were real: Super strength,Joy Lin,2100000,64000,https://ted.com/talks/joy_lin_if_superpowers_were_real_super_strength,June,2013
If superpowers were real: Super speed,Joy Lin,1900000,57000,https://ted.com/talks/joy_lin_if_superpowers_were_real_super_speed,June,2013
If superpowers were real: Body mass,Joy Lin,1400000,43000,https://ted.com/talks/joy_lin_if_superpowers_were_real_body_mass,June,2013
"How we'll resurrect the gastric brooding frog, the Tasmanian tiger",Michael Archer,607000,18000,https://ted.com/talks/michael_archer_how_we_ll_resurrect_the_gastric_brooding_frog_the_tasmanian_tiger,March,2013
How to set the table,Anna Post,1300000,39000,https://ted.com/talks/anna_post_how_to_set_the_table,June,2013
Anatomy of a New Yorker cartoon,Bob Mankoff,1300000,41000,https://ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon,May,2013
Is there a center of the universe?,Marjee Chmiel and Trevor Owens,617000,18000,https://ted.com/talks/marjee_chmiel_and_trevor_owens_is_there_a_center_of_the_universe,June,2013
Is the obesity crisis hiding a bigger problem?,Peter Attia,4600000,138000,https://ted.com/talks/peter_attia_is_the_obesity_crisis_hiding_a_bigger_problem,April,2013
How big is the ocean?,Scott Gass,2700000,83000,https://ted.com/talks/scott_gass_how_big_is_the_ocean,June,2013
The doubt essential to faith,Lesley Hazleton,1700000,52000,https://ted.com/talks/lesley_hazleton_the_doubt_essential_to_faith,June,2013
Photos from a storm chaser,Camille Seaman,2100000,64000,https://ted.com/talks/camille_seaman_photos_from_a_storm_chaser,February,2013
How to reduce poverty? Fix homes,Paul Pholeros,1400000,42000,https://ted.com/talks/paul_pholeros_how_to_reduce_poverty_fix_homes,May,2013
The family I lost in North Korea. And the family I gained.,Joseph Kim,3100000,94000,https://ted.com/talks/joseph_kim_the_family_i_lost_in_north_korea_and_the_family_i_gained,June,2013
"Meet BRCK, Internet access built for Africa",Juliana Rotich,690000,20000,https://ted.com/talks/juliana_rotich_meet_brck_internet_access_built_for_africa,June,2013
How we can predict the next financial crisis,Didier Sornette,1500000,47000,https://ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis,June,2013
A Saudi woman who dared to drive,Manal al-Sharif,1700000,51000,https://ted.com/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive,June,2013
The kill decision shouldn't belong to a robot,Daniel Suarez,1900000,58000,https://ted.com/talks/daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot,June,2013
Imagine a European democracy without borders,George Papandreou,815000,24000,https://ted.com/talks/george_papandreou_imagine_a_european_democracy_without_borders,June,2013
The astounding athletic power of quadcopters,Raffaello D'Andrea,14000000,421000,https://ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters,June,2013
What color is Tuesday? Exploring synesthesia,Richard E. Cytowic,1500000,46000,https://ted.com/talks/richard_e_cytowic_what_color_is_tuesday_exploring_synesthesia,June,2013
What will future jobs look like?,Andrew McAfee,5000000,151000,https://ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like,February,2013
How I made an impossible film,Martin Villeneuve,1000000,30000,https://ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film,February,2013
Could we speak the language of dolphins?,Denise Herzing,1600000,48000,https://ted.com/talks/denise_herzing_could_we_speak_the_language_of_dolphins,February,2013
"How I named, shamed and jailed",Anas Aremeyaw Anas,1500000,45000,https://ted.com/talks/anas_aremeyaw_anas_how_i_named_shamed_and_jailed,February,2013
How behavioral science can lower your energy bill,Alex Laskey,1200000,37000,https://ted.com/talks/alex_laskey_how_behavioral_science_can_lower_your_energy_bill,February,2013
"Love, no matter what",Andrew Solomon,5400000,164000,https://ted.com/talks/andrew_solomon_love_no_matter_what,April,2013
